Item 1,Item 2,Result,Result Description
Agility Distiller,Candle of Life,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Chocobo Feather,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Chocobo Wing,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Clear Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Dark Matter,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Agility Distiller,Defense Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Designer Wallet,Hero Drink,High critical hit rate for one party member.
Agility Distiller,Door to Tomorrow,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Dragon Scale,Waterfall,Deals small amounts of damage in five bursts to all enemies.
Agility Distiller,Dream Powder,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Echo Screen,Panacea,Cures abnormal status effects for all party members.
Agility Distiller,Electro Marble,Thunderbolt,Deals small amounts of damage in five bursts to all enemies.
Agility Distiller,Elixir,Megalixir,Full HP and MP recovery for all party members.
Agility Distiller,Ether,Mana,Doubles max MP of one party member.
Agility Distiller,Evasion Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Eye Drops,Panacea,Cures abnormal status effects for all party members.
Agility Distiller,Farplane Shadow,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Farplane Wind,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Fire Gem,Firestorm,Deals medium amounts of damage in six bursts to all enemies.
Agility Distiller,Fish Scale,Waterfall,Deals small amounts of damage in five bursts to all enemies.
Agility Distiller,Fortune Sphere,Hero Drink,High critical hit rate for one party member.
Agility Distiller,Frag Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Agility Distiller,Friend Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Gambler's Spirit,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Gold Hourglass,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Agility Distiller,Healing Spring,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Healing Water,Megalixir,Full HP and MP recovery for all party members.
Agility Distiller,Hi-Potion,Ultra Potion,Full HP recovery for all party members.
Agility Distiller,Holy Water,Panacea,Cures abnormal status effects for all party members.
Agility Distiller,HP Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Hypello Potion,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Ice Gem,Icefall,Deals medium amounts of damage in six bursts to all enemies.
Agility Distiller,Lv. 1 Key Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Lv. 2 Key Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Lv. 3 Key Sphere,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Agility Distiller,Lv. 4 Key Sphere,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Agility Distiller,Light Curtain,Mighty Wall,Bestows Protect and Shell on all party members.
Agility Distiller,Lightning Gem,Rolling Thunder,Deals medium amounts of damage in six bursts to all enemies.
Agility Distiller,Lightning Marble,Thunderbolt,Deals small amounts of damage in five bursts to all enemies.
Agility Distiller,Luck Sphere,Hero Drink,High critical hit rate for one party member.
Agility Distiller,Lunar Curtain,Mighty Wall,Bestows Protect and Shell on all party members.
Agility Distiller,Magic Defense Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Magic Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Mana Distiller,Mighty G,"Bestows Protect, Shell, and Haste on all party members."
Agility Distiller,Mana Sphere,Mighty Wall,Bestows Protect and Shell on all party members.
Agility Distiller,Mana Spring,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Mana Tablet,Hyper Mana,Doubles max MP and casts Focus on all party members.
Agility Distiller,Mana Tonic,Hyper Mana,Doubles max MP and casts Focus on all party members.
Agility Distiller,Map,Pineapple,Deals medium amounts of damage to all enemies.
Agility Distiller,Master Sphere,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Agility Distiller,Megalixir,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Mega Phoenix,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Agility Distiller,Mega Potion,Ultra Potion,Full HP recovery for all party members.
Agility Distiller,MP Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Musk,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Pendulum,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Petrify Grenade,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Phoenix Down,Mega Phoenix,Revives all KO'd party members with full HP.
Agility Distiller,Poison Fang,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Potion,Ultra Potion,Full HP recovery for all party members.
Agility Distiller,Power Distiller,Mighty G,"Bestows Protect, Shell, and Haste on all party members."
Agility Distiller,Power Sphere,Mighty Wall,Bestows Protect and Shell on all party members.
Agility Distiller,Purifying Salt,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Remedy,Panacea,Cures abnormal status effects for all party members.
Agility Distiller,Rename Card,Pineapple,Deals medium amounts of damage to all enemies.
Agility Distiller,Return Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Shadow Gem,Nega Burst,Reduces enemies' HP by three-quarters of their current HP.
Agility Distiller,Shining Gem,Megalixir,Full HP and MP recovery for all party members.
Agility Distiller,Shining Thorn,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Silence Grenade,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Silver Hourglass,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Skill Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Sleeping Powder,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Smoke Bomb,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Soft,Panacea,Cures abnormal status effects for all party members.
Agility Distiller,Soul Spring,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Special Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Speed Sphere,Mighty Wall,Bestows Protect and Shell on all party members.
Agility Distiller,Stamina Spring,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Agility Distiller,Stamina Tablet,Mega Vitality,Doubles max HP of all party members.
Agility Distiller,Stamina Tonic,Hyper Vitality,Doubles max HP and bestows Cheer x5 on all party members.
Agility Distiller,Star Curtain,Mighty Wall,Bestows Protect and Shell on all party members.
Agility Distiller,Strength Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Supreme Gem,Megalixir,Full HP and MP recovery for all party members.
Agility Distiller,Teleport Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Tetra Elemental,Megalixir,Full HP and MP recovery for all party members.
Agility Distiller,Three Stars,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Agility Distiller,Turbo Ether,Mega Mana,Doubles max MP of all party members.
Agility Distiller,Twin Stars,Freedom X,No MP Cost for all party members.
Agility Distiller,Underdog's Secret,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Warp Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Water Gem,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Agility Distiller,White Magic Sphere,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Wings to Discovery,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,Winning Formula,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Distiller,X-Potion,Ultra Potion,Full HP recovery for all party members.
Agility Sphere,Ability Distiller,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Sphere,Ability Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Agility Sphere,Accuracy Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Agility Sphere,Agility Distiller,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Sphere,Agility Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Agility Sphere,Al Bhed Potion,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Sphere,Amulet,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Agility Sphere,Antarctic Wind,Winter Storm,Deals large amounts of damage in nine bursts to all enemies.
Agility Sphere,Antidote,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Agility Sphere,Arctic Wind,Winter Storm,Deals large amounts of damage in nine bursts to all enemies.
Agility Sphere,Attribute Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Agility Sphere,Black Magic Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Agility Sphere,Blessed Gem,Tallboy,Deals very large amounts of damage to all enemies.
Agility Sphere,Bomb Core,Burning Soul,Deals large amounts of damage in nine bursts to all enemies.
Agility Sphere,Bomb Fragment,Burning Soul,Deals large amounts of damage in nine bursts to all enemies.
Agility Sphere,Candle of Life,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Agility Sphere,Chocobo Feather,Super Mighty G,"Bestows Protect, Shell, Haste, and Regen on all party members."
Agility Sphere,Chocobo Wing,Super Mighty G,"Bestows Protect, Shell, Haste, and Regen on all party members."
Agility Sphere,Clear Sphere,Potato Masher,Deals large amounts of damage to all enemies.
Agility Sphere,Dark Matter,Sunburst,"Deals exactly 19,998 damage to all enemies."
Agility Sphere,Defense Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Agility Sphere,Designer Wallet,Miracle Drink,High critical hit rate for all party members.
Agility Sphere,Door to Tomorrow,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Agility Sphere,Dragon Scale,Tidal Wave,Deals large amounts of damage in nine bursts to all enemies.
Agility Sphere,Dream Powder,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Agility Sphere,Echo Screen,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
